year,X4,X6,X8,X9,X11,X12,X13,X15,X16
2006,1272.65,673.167,9336.444,9385.888,1059.461,993.425,2307.557,3721.593,9385.888
2007,1528.551,830.046,11373.1277,10718.059,1089.916,1237.651,2751.026,4512.574,10718.059
2008,1773.105,949.466,11961.4338,12145.605,1952.452,1448.144,3137.187,5505.478,12145.605
2009,1239.837,508.515,6894.5645,10309.015,1839.705,884.488,2524.016,4890.445,10309.015
2010,1277.563,554.065,8943.2578,9993.166,1413.634,917.519,2549.143,4877.984,9993.166
2011,1844.079,1049.13,13917.7766,12345.87,1691.086,1507.14,3310.652,6440.417,12345.87
2012,1999.572,1151.823,11503.6313,13145.942,1503.946,1681.978,3517.868,6371.275,13145.942
2013,1718.528,948.427,14242.1706,13015.704,1495.96,1386.29,3269.621,7313.437,13015.704
2014,1829.948,1041.048,18721.5742,13215.971,1508.142,1496.201,3425.066,8350.691,13215.971
2015,1859.84,1012.14,16118.5685,12711.744,2723.96,1547.177,3388.581,8103.267,12711.744
2016,1573.584,806.84,14479.9966,11360.753,2675.0,1275.257,2911.893,8075.101,11360.753
2017,1832.053,983.412,21286.7454,12029.312,4861.895,1484.057,3224.278,9006.144,12029.312
2018,2428.461,1060.801,20636.7219,14302.392,4318.559,1969.161,4043.8,9862.889,14302.392
1999,7.49,3.02,75.3008,67.047,1.632,4.547,17.205,21.303,67.047
2000,15.885,6.335,264.3765,101.839,0.36,11.128,29.982,27.501,101.839
2001,-5.286,-6.199,62.2106,103.62,0.119,-11.546,12.42,20.84,103.62
2002,-10.85,-10.388,76.2663,87.056,12.0,-17.287,3.199,9.631,87.056
2003,-5.977,-19.517,48.5456,82.821,10.802,-12.466,8.507,-9.416,82.821
2004,-0.017,-8.166,41.7495,95.539,10.535,-5.498,15.803,-17.183,95.539
2005,8.164,-11.56,37.555,105.857,13.524,2.611,24.533,-28.733,105.857
1999,22.47,7.404,51.7538,457.356,22.457,13.566,49.528,58.177,457.356
2000,8.922,-4.534,26.2718,361.62,18.786,1.524,34.163,48.561,361.62
2001,2.191,-5.771,32.163,293.07,15.114,-5.321,27.118,41.883,293.07
2002,9.213,0.095,29.8418,308.755,11.442,2.918,45.488,41.25,308.755
2003,5.386,-0.055,38.1364,274.682,7.771,-0.511,38.081,41.012,274.682
2004,6.421,0.601,48.1346,301.555,4.1,1.479,40.822,41.612,301.555
2005,7.548,1.424,51.0221,323.4,16.472,3.136,41.852,43.035,323.4
2006,10.74,2.629,61.1745,347.629,14.006,6.654,46.149,45.568,347.629
2007,7.504,-5.843,59.7799,435.203,71.501,1.136,55.827,39.15,435.203
2008,-5.517,-71.507,5.7766,325.151,27.367,-13.59,37.875,-33.124,325.151
2009,5.417,-4.521,22.3123,212.522,18.408,0.146,27.797,-37.387,212.522
2010,8.51,1.226,17.6481,278.232,0.0,3.54,34.044,-35.81,278.232
2011,18.147,8.47,40.9016,307.822,31.954,13.231,48.395,-26.693,307.822
2012,32.388,28.095,168.8882,437.367,50.027,26.85,69.807,1.602,437.367
2013,47.812,24.04,305.7322,594.931,55.0,40.515,95.949,21.843,594.931
2014,62.734,30.674,454.4893,735.717,101.054,52.301,124.459,40.54,735.717
2015,86.744,42.219,659.5035,920.333,193.77,69.969,160.267,62.606,920.333
2016,115.199,55.577,1168.916,1221.887,256.811,90.837,213.463,113.489,1221.887
2017,155.441,85.718,1759.1685,1635.653,338.111,121.9,293.082,199.246,1635.653
2018,233.467,119.832,696.6345,2263.061,621.751,178.415,436.705,222.194,2263.061
1999,6.498,-1.829,12.5268,13.735,33.353,1.289,10.144,-14.291,13.735
2000,18.67,5.739,68.2599,30.916,22.965,10.882,24.002,-10.86,30.916
2001,14.143,2.747,75.1632,29.895,24.5,5.498,21.452,-8.73,29.895
2002,4.082,0.155,44.785,19.099,18.5,-1.712,9.678,-9.902,19.099
2003,16.572,3.718,94.8199,32.698,20.0,7.161,24.136,-9.336,32.698
2004,24.257,18.527,333.7153,45.012,27.0,12.695,34.504,6.751,45.012
2005,38.98,-17.45,623.8458,68.333,30.0,13.077,54.549,-11.715,68.333
2006,51.543,1.639,1020.9272,116.154,201.5,-25.451,83.824,-15.832,116.154
2007,53.561,-45.033,787.2891,111.305,215.5,-33.901,80.495,-65.651,111.305
2008,135.256,136.238,1124.7124,216.051,250.0,-0.449,167.914,64.54,216.051
2009,30.447,-250.986,911.4692,110.426,330.147,-338.819,66.462,-200.955,110.426
2010,68.341,-262.12,664.5517,148.333,179.171,-272.459,108.544,-469.122,148.333
2011,128.554,-31.758,498.8658,201.069,566.126,-16.855,161.155,-506.927,201.069
2012,86.788,-84.202,341.8669,180.845,568.671,-108.2,132.892,-597.176,180.845
2013,113.724,-95.186,753.2882,203.295,435.866,-35.308,155.692,-710.966,203.295
2014,-208.704,-353.136,200.2662,208.553,568.625,-347.528,-171.878,-1093.824,208.553
2015,-436.487,-479.424,16.954,77.65,0.0,-548.035,-399.211,-1492.001,77.65
1999,-4.247,-7.734,17.739,11.325,0.0,-5.34,6.175,-10.217,11.325
2000,-1.249,-3.598,23.975,18.272,0.0,-2.438,10.11,-13.739,18.272
2001,-3.399,-4.843,7.5514,13.326,0.0,-4.803,6.76,-18.57,13.326
2002,-5.599,-6.875,8.5679,7.474,0.0,-6.935,3.038,-25.457,7.474
2003,-2.712,-4.123,16.9963,8.765,0.0,-3.875,4.777,-29.58,8.765
2004,-0.637,-1.872,7.4288,8.671,0.0,-1.055,4.517,-31.452,8.671
2005,-1.798,-2.375,3.149,5.648,0.0,-2.02,2.705,-33.827,5.648
2006,-1.306,-1.287,1.7679,5.693,0.0,-1.524,3.018,-35.114,5.693
2007,-1.538,-1.498,2.1787,4.978,0.0,-1.658,2.462,-36.612,4.978
1999,13.694,3.248,33.0467,264.025,0.0,5.658,100.251,46.58,264.025
1999,282.796,190.007,13011.915,728.119,0.0,258.893,578.541,460.81,728.119
2000,363.141,254.869,14359.2542,869.857,0.0,336.702,695.944,614.209,869.857
2001,393.203,274.531,13023.5144,954.91,0.0,363.694,763.722,735.216,954.91
2002,444.419,293.452,11496.823,1099.079,0.0,401.041,884.808,874.891,1099.079
2003,489.152,302.95,14177.5797,1294.347,0.0,433.315,1046.748,969.029,1294.347
2004,595.779,368.849,10934.8055,1445.143,0.0,533.775,1177.64,1141.189,1445.143
2005,716.088,464.914,13960.9231,1674.596,0.0,649.571,1180.858,1366.645,1674.596
2006,812.966,515.447,15438.9004,1886.964,0.0,739.548,1344.903,1585.444,1886.964
2007,908.881,576.145,12455.275,2066.323,0.0,828.267,1486.202,761.398,2066.323
2008,890.972,533.545,9869.0838,2082.759,0.0,805.2,1488.013,871.441,2082.759
2009,811.24,476.999,10316.154,2000.82,0.0,724.795,1433.68,898.699,2000.82
2010,875.1,515.3,11695.83,2084.3,0.0,786.4,1519.4,957.0,2084.3
2011,951.7,548.0,10867.122,2229.8,0.0,853.9,1646.8,1039.8,2229.8
2012,1003.0,569.0,13603.842,2326.2,0.0,904.8,1753.1,1110.5,2326.2
2013,1087.7,627.5,14922.93,2518.9,0.0,982.7,1891.4,979.0,2518.9
2014,1160.2,674.9,17846.892,2739.6,0.0,1053.6,2038.2,901.8,2739.6
2015,1261.7,756.8,19540.888,2951.9,0.0,1146.6,2209.9,955.4,2951.9
2016,1366.5,817.3,21287.262,3151.3,0.0,1239.6,2358.6,921.7,3151.3
2017,1425.5,933.7,23543.22,3380.9,0.0,1287.5,2501.1,894.1,3380.9
2018,1556.6,1034.4,30824.347,3772.5,796.4,1375.1,2776.2,1409.6,3772.5
1999,50.73,-8.136,33.76,1811.365,374.154,10.563,477.397,-30.503,1811.365
2000,45.182,-20.551,21.26,1492.783,363.432,15.115,406.056,-51.054,1492.783
1999,-0.002,-0.269,2.5858,15.378,0.446,-0.235,6.438,-2.246,15.378
1999,3.392,1.85,15.246,40.568,0.0,2.979,14.685,10.504,40.568
2000,2.357,0.931,24.7725,58.561,1.406,1.867,16.148,10.66,58.561
2001,6.468,3.072,52.5812,78.159,1.2,5.902,24.076,13.447,78.159
2002,6.95,4.389,50.8437,107.14,0.0,6.268,31.904,17.82,107.14
2003,-0.24,-0.379,33.139,69.17,0.0,-1.009,17.425,17.541,69.17
2004,4.627,2.038,35.7159,59.761,0.0,3.873,19.556,19.775,59.761
2005,-0.066,-0.592,44.022,51.063,0.0,-0.702,14.343,19.14,51.063
2006,2.186,0.426,75.0593,63.411,0.0,1.498,18.121,19.64,63.411
2007,5.414,5.912,133.1792,75.141,0.0,4.75,24.462,25.738,75.141
2008,16.02,8.355,305.2174,140.496,56.0,12.157,45.143,33.783,140.496
2009,16.078,2.896,117.0571,158.006,49.18,9.427,55.254,35.641,158.006
2010,10.957,-4.163,223.2201,116.775,16.221,8.348,45.044,28.859,116.775
2011,4.039,5.749,349.3005,121.794,9.971,1.324,39.126,34.839,121.794
2012,6.412,-0.976,162.2449,135.318,0.0,3.395,42.691,33.281,135.318
2013,7.269,-2.08,145.0847,133.892,8.719,4.543,47.7,31.11,133.892
2014,-6.961,-38.384,111.002,130.65,14.149,-9.504,37.225,-5.857,130.65
2015,-2.634,-8.472,136.8368,158.643,2.9,-5.202,45.998,-17.248,158.643
1999,0.459,-0.275,0.4433,14.381,1.715,-0.276,1.977,-18.303,14.381
1999,33.661,17.09,194.4291,198.074,15.0,24.76,71.454,121.17,198.074
2000,50.97,27.464,295.483,264.563,0.0,41.563,102.87,143.897,264.563
2001,23.549,9.28,289.5971,188.178,12.0,13.282,69.025,146.256,188.178
2002,15.312,3.987,186.961,150.801,0.0,4.394,57.5,148.438,150.801
2003,17.05,4.883,327.2876,190.747,3.173,6.466,65.039,154.928,190.747
2004,37.166,18.467,312.0805,240.862,2.819,26.685,90.732,175.302,240.862
1999,30.118,409.613,163.3694,2487.923,308.215,-21.89,568.702,-52.844,2487.923
2000,100.365,-99.902,81.4694,2525.305,311.508,-52.886,649.324,-152.746,2525.305
2001,98.759,-98.755,140.392,2403.547,179.121,-52.977,689.362,-277.799,2403.547
2005,23.673,-4.698,131.9895,1015.893,49.664,4.875,279.696,0.221,1015.893
2006,9.789,-27.95,127.485,1310.905,63.368,-17.345,356.62,-25.853,1310.905
2007,11.567,-41.708,100.0983,1219.541,59.171,-14.675,348.237,-59.159,1219.541
2008,3.374,-17.597,7.0,872.302,26.781,-19.455,289.816,-92.247,872.302
1999,26.462,14.504,141.102,44.489,78.475,18.069,37.383,102.877,44.489
2000,50.222,39.265,278.7086,78.557,47.5,38.195,67.28,119.324,78.557
2001,53.652,34.337,286.3718,95.881,46.887,0.49,81.164,120.881,95.881
2002,62.231,12.104,325.2235,110.962,106.887,30.796,91.404,121.528,110.962
2003,112.616,28.522,503.7438,181.284,154.286,62.101,153.098,141.369,181.284
2004,141.729,33.355,749.5713,228.025,188.926,80.396,188.231,168.006,228.025
2005,260.4,62.088,1068.2714,672.764,325.846,160.917,320.162,214.64,672.764
2006,282.676,75.909,1312.8998,753.929,428.214,170.532,357.162,282.013,753.929
2007,322.783,50.754,1803.2279,840.55,751.153,180.224,405.338,324.287,840.55
2008,468.438,124.168,1085.3405,1187.017,1130.1,254.79,563.956,440.367,1187.017
2009,258.415,-114.643,963.8409,807.244,1118.527,-104.496,364.551,317.881,807.244
2010,114.396,-8.423,764.1662,253.79,506.536,-91.256,189.227,299.535,253.79
2011,152.66,-132.915,240.6421,302.435,692.561,-156.638,235.504,156.158,302.435
2012,209.638,-104.589,242.1046,312.867,594.759,-132.749,255.704,44.808,312.867
2013,307.18,-143.07,613.6478,431.734,1281.0,-88.089,361.03,-103.913,431.734
2014,367.453,-409.592,476.3308,516.004,1110.0,-735.001,421.422,-534.927,516.004
2015,144.317,-1582.961,24.2714,263.963,0.0,-1592.261,181.438,-2129.849,263.963
1999,1681.0,336.0,5122.125,32510.0,5844.0,971.0,8845.0,3516.0,32510.0
2000,751.0,-705.0,3674.11,31846.0,5448.0,56.0,9388.0,2566.0,31846.0
2001,1352.0,98.0,6565.68,32004.0,5179.0,635.0,9811.0,2436.0,32004.0
2002,1741.0,405.0,5215.91,32347.0,4940.0,1074.0,10399.0,2614.0,32347.0
2003,1205.0,-928.0,7173.32,17786.0,5114.0,811.0,7014.0,1590.0,17786.0
2004,1680.0,524.0,11577.12,18424.0,3464.0,1312.0,7507.0,680.0,18424.0
2005,1936.0,1088.0,13001.4,18781.0,3444.0,1564.0,7748.0,528.0,18781.0
2006,2277.0,1153.0,18360.24,19903.0,3010.0,1888.0,7825.0,746.0,19903.0
2007,2268.0,1111.0,10511.7,19860.0,3505.0,1842.0,7671.0,1748.0,19860.0
2008,1579.0,572.0,3718.5,18486.0,3505.0,1110.0,6915.0,545.0,18486.0
2009,1163.0,251.0,5859.88,17556.0,2999.0,668.0,6910.0,793.0,17556.0
2010,1347.0,389.0,7590.969,17759.0,3099.0,836.0,6960.0,1417.0,17759.0
2011,988.0,-152.0,8970.645,17260.0,2871.0,470.0,6218.0,203.0,17260.0
2012,-793.0,-985.0,4458.369,12985.0,2956.0,-1336.0,4066.0,-738.0,12985.0
2013,-759.0,-1388.0,1803.232,11859.0,4901.0,-1360.0,3492.0,-1636.0,11859.0
2014,262.0,-771.0,2216.623,12257.0,5360.0,-369.0,4261.0,-2844.0,12257.0
2015,794.0,-513.0,2222.286,12625.0,4678.0,178.0,4551.0,-3498.0,12625.0
2016,919.0,1.0,2050.195,12547.0,4558.0,310.0,4476.0,-3479.0,12547.0
2017,843.0,-116.0,1157.52,12506.0,3992.0,273.0,4332.0,-3482.0,12506.0
2018,553.0,-255.0,417.252,12019.0,3920.0,-3.0,4149.0,-3701.0,12019.0
1999,1301.0,458.0,3287.0689,4590.0,4006.0,872.0,1301.0,587.0,4590.0
2000,1690.0,524.0,6554.0402,5683.0,4717.0,1202.0,1690.0,951.0,5683.0
2001,1360.0,231.0,5108.313,5725.0,5906.0,855.0,1360.0,735.0,5725.0
2002,1833.0,275.0,5747.7245,5429.0,6562.0,1240.0,1833.0,519.0,5429.0
2003,1989.0,763.0,7759.5875,5587.0,8145.0,1349.0,1989.0,1121.0,5587.0
2004,2056.0,700.0,10073.7562,5812.0,6881.0,1387.0,2056.0,1498.0,5812.0
2005,2123.0,680.0,11176.263,6219.0,6044.0,1435.0,2123.0,1629.0,6219.0
2006,2276.0,879.0,13799.7978,6899.0,6728.0,1548.0,2276.0,2308.0,6899.0
2007,2514.0,1306.0,19443.6864,6498.0,6890.0,1758.0,2514.0,3380.0,6498.0
2008,2627.0,948.0,11495.8909,8044.0,7151.0,1873.0,2627.0,2890.0,8044.0
2009,1764.0,425.0,12186.7827,7556.0,7143.0,991.0,1764.0,3212.0,7556.0
2010,2690.0,938.0,12722.8511,8521.0,12161.0,2134.0,2690.0,3603.0,8521.0
2011,4192.0,1495.0,17016.6751,12737.0,17993.0,3232.0,4192.0,4009.0,12737.0
2012,4136.0,1526.0,16661.0567,12189.0,18725.0,3036.0,4136.0,3538.0,12189.0
2013,4304.0,1130.0,18966.3589,11905.0,20592.0,3143.0,4304.0,4144.0,11905.0
2014,4631.0,1737.0,24190.2942,11564.0,18856.0,3411.0,4631.0,4188.0,11564.0
2015,3729.0,682.0,22998.7394,7669.0,18563.0,2846.0,3729.0,225.0,7669.0
2016,3979.0,1902.0,23144.8406,7517.0,17808.0,3053.0,3979.0,51.0,7517.0
2017,4076.0,1128.0,21460.6681,7447.0,19847.0,3068.0,4076.0,449.0,7447.0
2018,3959.0,1827.0,20406.7506,7785.0,20069.0,2865.0,3959.0,629.0,7785.0
1999,340.976,103.309,1860.2045,2367.753,857.296,252.331,823.675,528.636,2367.753
2000,347.847,55.887,1178.2215,2748.013,781.834,248.819,795.526,541.332,2748.013
2001,261.495,32.869,1793.0426,2615.944,714.977,198.821,711.628,537.708,2615.944
2002,295.725,129.902,1700.6201,2580.783,673.911,235.992,675.44,619.963,2580.783
2003,322.483,141.352,2262.2871,2724.365,732.862,259.554,741.967,766.798,2724.365
2004,301.805,171.225,4398.1225,2278.129,724.148,247.242,709.273,921.469,2278.129
2005,391.337,185.049,3493.493,2946.579,748.477,323.072,916.286,1019.992,2946.579
2006,377.085,183.731,3132.9978,3154.469,721.873,306.986,976.349,1164.83,3154.469
2007,458.723,210.927,3453.9178,3398.698,1042.223,377.975,1105.398,1418.092,3398.698
2008,474.963,228.734,2326.2166,3351.976,953.468,391.29,1098.223,1431.061,3351.976
2009,350.015,115.493,3186.5888,2692.468,803.351,257.892,877.258,1522.839,2692.468
2010,416.65,197.828,3592.9126,3030.773,702.521,334.155,1013.135,1602.263,3030.773
2011,511.834,34.222,3283.1597,3456.686,1304.225,403.702,1195.278,1428.049,3456.686
2012,510.691,-107.186,10131.6336,4416.146,2454.278,346.899,1612.984,1285.09,4416.146
2013,1271.5,536.8,15328.6405,7479.7,2552.6,985.4,2845.9,1785.5,7479.7
2014,1203.2,214.9,12117.7976,7039.0,2997.4,950.5,2715.7,1663.7,7039.0
2015,1160.6,-76.4,8937.9857,6449.0,4709.3,899.7,2482.4,1146.7,6449.0
2016,919.5,522.2,10191.5636,4890.0,4278.4,738.5,1975.1,1331.8,4890.0
2017,994.2,666.5,12733.2803,4936.5,1440.7,811.3,2012.0,2238.3,4936.5
2018,575.9,347.4,6474.1319,2965.1,787.6,491.3,1132.3,-59.4,2965.1
1999,6.353,1.326,15.072,45.5,9.471,3.718,14.8,-4.798,45.5
2000,6.69,1.954,17.7444,45.602,8.57,3.985,14.707,-2.844,45.602
2001,4.398,0.474,11.7401,40.52,7.396,1.726,12.033,-2.896,40.52
2002,4.86,-2.697,14.8857,37.973,3.937,2.666,12.401,-6.26,37.973
2003,4.286,1.157,20.1224,35.972,2.362,2.166,11.165,-5.749,35.972
2004,4.487,1.304,20.9668,40.333,2.474,2.304,11.375,-4.95,40.333
2005,5.03,1.77,41.5547,45.132,1.282,2.853,12.119,-3.729,45.132
2006,5.809,2.079,30.5552,48.051,2.0,3.653,12.476,-1.633,48.051
1999,239.545,92.636,1248.7692,1194.381,521.734,156.014,239.545,472.018,1194.381
2000,260.118,86.415,1178.004,1417.533,419.663,159.183,260.118,485.857,1417.533
2001,257.063,97.02,1407.4642,2270.218,644.308,162.017,257.063,512.983,2270.218
2002,270.201,89.071,1194.6137,1482.534,554.014,171.349,270.201,511.385,1482.534
2003,304.002,103.934,1518.2322,2138.394,744.345,192.177,304.002,508.214,2138.394
2004,280.654,81.564,1572.7531,2260.199,897.377,161.509,280.654,488.915,2260.199
2005,260.975,78.133,1502.6227,2599.585,895.583,150.055,260.975,397.771,2599.585
2006,228.645,-17.636,1564.5779,3017.97,894.702,110.242,228.645,425.046,3017.97
1999,191.209,29.303,369.7065,2394.533,784.024,94.197,720.047,649.487,2394.533
2000,153.586,-51.094,246.0528,2418.468,654.194,54.278,710.841,581.668,2418.468
2001,188.143,35.335,846.04,2183.715,544.418,103.45,702.089,601.944,2183.715
2002,193.216,43.8,537.6245,2172.488,525.577,113.665,713.662,630.696,2172.488
2003,141.3,-33.894,1163.4475,2134.27,408.016,63.025,660.434,531.918,2134.27
2004,139.047,23.579,948.0815,2272.896,471.682,62.427,686.383,531.928,2272.896
2005,68.229,-37.528,845.6604,2235.226,586.239,-11.658,586.53,478.361,2235.226
2006,109.201,-2.549,825.7295,2272.161,535.031,20.725,660.232,454.417,2272.161
2007,98.608,-41.039,567.7304,2138.075,400.016,17.296,609.523,392.636,2138.075
2008,59.863,-30.429,150.9678,1927.788,352.382,-13.607,544.907,340.595,1927.788
2009,125.813,23.036,437.4816,1910.938,306.201,55.284,556.074,357.145,1910.938
2010,154.264,36.631,733.0349,1988.641,295.122,80.113,596.503,385.572,1988.641
2011,146.685,28.903,791.31,2063.627,294.043,67.143,589.071,405.788,2063.627
2012,106.889,12.81,591.2924,2090.73,198.0,28.084,570.305,429.168,2090.73
2013,100.964,6.865,635.1841,2066.568,199.5,22.525,565.816,432.711,2066.568
2014,70.361,-27.293,451.5867,2084.603,211.0,-4.738,550.543,397.499,2084.603
1999,3915.0,2050.0,51288.75,20367.0,2812.0,2883.0,13018.0,13077.0,20367.0
2000,4185.0,2183.0,71667.375,20438.0,2346.0,3225.0,13317.0,14185.0,20438.0
2001,5490.0,2662.0,85499.64,26935.0,2651.0,4408.0,17098.0,9873.0,26935.0
2002,6021.0,3313.0,72702.84,25112.0,2187.0,4954.0,14544.0,11792.0,25112.0
2003,6152.0,3568.0,79487.1,26971.0,1702.0,4987.0,15612.0,14694.0,26971.0
2004,6618.0,4212.0,87643.8,29261.0,2397.0,5409.0,16917.0,17844.0,29261.0
2005,7288.0,4078.0,97836.48,32562.0,2313.0,6035.0,19489.0,20063.0,32562.0
2006,7850.0,5642.0,102456.9,35137.0,2550.0,6506.0,20557.0,22591.0,35137.0
2007,8634.0,5658.0,121819.5,39474.0,4203.0,7272.0,22740.0,27232.0,39474.0
2008,8964.0,5142.0,85057.81,43251.0,7858.0,7478.0,24410.0,25944.0,43251.0
2009,9607.0,5946.0,95152.0,43232.0,7400.0,8044.0,24633.0,30011.0,43232.0
2010,12105.0,6320.0,103286.73,57838.0,19999.0,9864.0,33782.0,33460.0,57838.0
2011,12984.0,6443.0,103771.4,66504.0,20568.0,10375.0,37433.0,34087.0,66504.0
2012,12378.0,6178.0,105655.92,65492.0,23544.0,9770.0,36690.0,37671.0,65492.0
2013,12584.0,6740.0,126815.26,66415.0,24333.0,10002.0,37644.0,41293.0,66415.0
2014,12658.0,6513.0,140705.28,66683.0,23821.0,10125.0,38240.0,38423.0,66683.0
2015,12465.0,5452.0,144684.16,63056.0,29213.0,10142.0,36920.0,37153.0,63056.0
2016,12698.0,6329.0,149411.64,62799.0,30053.0,10330.0,36888.0,38599.0,62799.0
2017,13189.0,4857.0,170286.4,63525.0,33796.0,10820.0,37041.0,39782.0,63525.0
2018,12856.0,12515.0,155666.32,64661.0,28295.0,10457.0,37682.0,44828.0,64661.0
1999,25.419,-83.648,22.0178,1019.484,41.091,23.834,52.054,-85.057,1019.484
2000,28.972,24.381,67.752,1105.66,17.218,27.355,53.949,-60.676,1105.66
2001,31.416,26.418,158.648,1553.396,7.54,29.501,59.477,-40.123,1553.396
2002,28.337,23.074,100.6282,1085.041,12.123,25.88,61.107,-30.757,1085.041
2003,33.263,44.018,209.3978,1374.103,8.522,30.203,73.025,8.227,1374.103
2004,53.487,36.007,421.1388,1842.315,8.608,48.717,96.536,38.687,1842.315
2005,53.815,4.049,628.8177,1733.477,39.969,48.353,115.566,40.895,1733.477
2006,79.928,41.536,817.3321,3042.839,34.135,72.379,176.944,77.855,3042.839
2007,160.206,97.114,1117.8015,4628.358,13.358,150.981,268.119,180.683,4628.358
2008,226.177,-75.14,1129.6982,5660.286,61.58,199.232,360.175,88.515,5660.286
2009,249.535,137.061,877.5851,5151.966,84.771,211.543,426.039,226.904,5151.966
2010,201.792,103.5,1008.1969,3199.21,374.35,172.312,367.328,280.491,3199.21
2011,215.169,86.148,584.0399,3716.317,612.548,169.876,440.634,359.064,3716.317
2012,213.646,-265.4,651.5172,4111.471,669.38,154.763,474.015,93.705,4111.471
2013,260.286,87.296,1273.4723,4175.672,619.226,203.822,523.368,191.196,4175.672
2014,295.406,107.936,1171.511,4492.309,784.067,241.69,559.158,290.893,4492.309
2015,147.032,45.292,821.482,4920.472,734.531,105.413,397.872,335.638,4920.472
2016,269.179,95.822,1377.908,4973.076,673.629,201.92,524.449,428.212,4973.076
2017,231.407,148.382,1261.9484,4757.208,705.528,179.477,506.335,579.289,4757.208
2018,239.143,83.436,798.9152,4454.662,744.737,191.876,501.72,656.232,4454.662
2001,346.655,212.391,5656.9028,1619.495,0.0,279.861,911.814,682.283,1619.495
1999,-15.847,-25.129,43.2062,17.297,0.0,-16.608,-15.847,-59.116,17.297
2000,-12.006,-14.198,52.7706,2.547,0.0,-12.484,-12.006,-73.314,2.547
2001,-7.454,-9.888,11.6213,3.452,0.0,-8.26,1.516,-86.761,3.452
2002,-8.627,-13.688,5.0437,7.408,0.0,-8.901,2.326,-100.449,7.408
2003,-5.495,-6.855,2.7547,4.19,1.364,-5.695,2.091,-107.304,4.19
2004,-0.818,0.102,3.2589,13.526,0.587,-0.982,3.388,-107.202,13.526
2005,-2.459,-4.218,3.2351,19.476,0.875,-2.632,3.119,-111.42,19.476
2006,-4.589,2.624,3.3439,70.38,3.531,-4.739,6.601,-109.041,70.38
2009,-2.113,3.754,0.2496,0.181,2.64,-2.113,0.181,-106.745,0.181
1999,11.922,7.824,60.0011,94.418,9.3,7.891,14.723,38.497,94.418
2000,19.863,10.681,106.6013,138.676,17.35,12.92,23.48,49.178,138.676
2001,29.522,14.968,100.2378,173.991,28.0,18.944,33.668,63.688,173.991
2002,23.671,9.285,83.3955,132.488,25.0,11.568,28.063,71.648,132.488
2003,46.907,22.619,370.3836,199.352,53.0,32.754,51.881,94.871,199.352
2004,73.447,33.228,639.8377,291.714,21.0,55.291,77.953,117.053,291.714
2005,86.547,41.452,542.8419,332.386,24.0,65.431,104.622,158.504,332.386
2006,87.537,237.772,638.4315,286.503,117.0,53.802,114.715,360.102,286.503
2007,99.359,33.209,881.1553,305.235,235.0,27.516,153.878,393.044,305.235
2008,324.937,113.309,357.8006,613.385,394.867,206.334,382.134,505.906,613.385
2009,55.213,-79.277,350.2511,244.718,280.657,-84.438,117.88,426.629,244.718
2010,158.265,6.214,991.1428,347.647,295.695,41.118,214.238,432.843,347.647
2011,185.54,13.437,829.7195,395.96,532.157,52.037,240.847,446.28,395.96
2012,-8.509,-130.712,1005.8977,356.133,676.579,-166.412,72.911,315.568,356.133
2013,148.082,-22.301,1898.3574,411.314,656.99,11.551,219.09,293.267,411.314
2014,511.505,155.435,1481.8406,856.207,664.923,264.587,588.011,448.702,856.207
2015,252.354,-68.28,2143.4739,595.326,529.437,-64.209,343.415,380.422,595.326
2016,140.246,-245.928,4766.7641,382.915,1045.469,-285.087,257.385,134.208,382.915
2017,557.177,-127.504,3396.4345,921.616,1154.693,-204.1,724.881,6.704,921.616
2018,1101.405,2.023,1967.255,1548.659,1197.776,78.14,1278.113,8.727,1548.659
1999,10.138,-4.869,48.9135,202.649,72.048,-3.699,27.023,81.378,202.649
2000,2.055,-12.294,65.8908,232.074,65.075,-11.658,20.22,69.061,232.074
2001,35.952,11.02,104.4555,277.052,58.672,20.87,53.981,78.019,277.052
2002,51.421,9.231,160.288,283.751,200.0,30.373,69.61,89.254,283.751
2003,44.389,1.139,138.211,269.392,200.0,19.18,64.372,90.367,269.392
2004,52.743,3.972,137.556,291.308,208.275,24.9,73.777,94.339,291.308
2005,67.584,14.154,320.0769,363.61,203.3,40.451,91.48,108.493,363.61
2006,49.304,-0.667,500.7535,413.118,205.5,19.007,77.143,107.903,413.118
2007,51.806,28.218,475.5157,446.406,200.0,21.759,82.032,136.105,446.406
2008,77.348,23.515,221.2853,509.514,203.0,50.404,109.005,159.604,509.514
2009,60.406,12.968,318.2137,487.175,218.305,32.642,91.412,172.514,487.175
2010,71.167,7.117,295.0115,516.935,331.074,43.086,101.314,179.482,516.935
2011,66.815,4.852,376.1381,539.626,346.047,35.517,101.184,184.403,539.626
2012,99.111,18.057,508.6906,646.686,386.755,64.111,138.162,202.502,646.686
2013,143.49,58.956,660.9066,856.5,379.0,104.59,182.31,261.485,856.5
2014,166.792,32.688,574.9584,836.27,543.0,123.092,209.963,293.986,836.27
2015,117.456,26.924,257.9991,804.228,557.5,70.756,163.878,320.554,804.228
2016,46.33,-26.68,282.1677,634.098,631.247,-2.87,90.748,293.963,634.098
2017,22.129,7.532,183.2051,579.545,615.994,-28.471,73.646,302.721,579.545
2018,32.731,-141.514,30.4387,674.423,129.235,-24.069,99.416,157.535,674.423
1999,-1.115,-6.565,6.9582,82.174,33.548,-4.01,14.099,-45.924,82.174
